"Tidsskrift id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","Print ISSN","Online ISSN","Open Access","NPI Fagfelt","NPI Fagområde","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004","Forlag id","Etablert år","Nedlagt år","Forlag","Utgiver","Utgiverland","Språk","Konferanserapport","Url"
"447880","Transportation quarterly","15-Feb-2016 14:02:49","Transportation quarterly","0","0278-9434","","","Geografi","Samfunnsvitenskap","","","","","","","","","","","","","","","","","","","","","1","","1982","2003","","","","","0","NA"
"447881","Transportation Research Part B: Methodological","18-Aug-2023 13:56:25","Transportation Research Part B: Methodological","1","0191-2615","1879-2367","","Økonomisk-administrative fag","Samfunnsvitenskap","2","2","1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","18173","1979","","Elsevier","","Nederland","","0","http://www.sciencedirect.com/science/journal/01912615"
"447882","Transportation Research Part C: Emerging Technologies","18-Aug-2023 13:56:25","Transportation Research Part C: Emerging Technologies","1","0968-090X","1879-2359","","Konstruksjonsfag","Realfag og teknologi","","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","18173","1993","","Elsevier","","Nederland","","0","http://www.sciencedirect.com/science/journal/0968090X"
"447883","Transportation Research Part D: Transport and Environment","18-Aug-2023 13:56:25","Transportation Research","1","1361-9209","1879-2340","","Konstruksjonsfag","Realfag og teknologi","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","18173","1996","","Elsevier","","Nederland","Engelsk","0","http://www.sciencedirect.com/science/journal/13619209"
"447884","Transportation Research Part E: Logistics and Transportation Review","18-Aug-2023 13:56:25","Transportation Research Part E: Logistics and Transportation Review","1","1366-5545","1878-5794","","Tverrfaglig teknologi","Realfag og teknologi","","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","18173","1997","","Elsevier","","Nederland","","0","http://www.sciencedirect.com/science/journal/13665545"
"447885","Transportation Research Part F: Traffic Psychology and Behaviour","18-Aug-2023 13:56:25","Transportation Research Part F: Traffic Psychology and Behaviour","1","1369-8478","1873-5517","","Konstruksjonsfag","Realfag og teknologi","","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","18173","1998","","Elsevier","","Storbritannia","Engelsk","0","http://www.sciencedirect.com/science/journal/13698478"
"447886","Transportation Science","18-Aug-2023 13:56:25","Transportation Science","1","0041-1655","1526-5447","","Tverrfaglig teknologi","Realfag og teknologi","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","18241","1967","","Institute for Operations Research and the Management Sciences (INFORMS)","","USA","","0","http://transci.pubs.informs.org/mission.html"
"447887","Trauma","18-Aug-2023 13:56:25","Trauma","1","1460-4086","1477-0350","","Kirurgiske fag","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1999","","","","","","0","http://www.uk.sagepub.com/home.nav"
"447888","Trauma und Berufskrankheit","18-Aug-2023 13:54:28","Trauma und Berufskrankheit","1","1436-6274","1436-6282","","Kirurgiske fag","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1998","","","","","","0","http://www.springerlink.com/?MUD=MP"
"447889","Trauma, Violence, & Abuse","18-Aug-2023 13:56:25","Trauma, Violence, & Abuse","1","1524-8380","1552-8324","","Psykologi","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","2000","","","","Storbritannia","","0","http://tva.sagepub.com/"
