"Tidsskrift id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","Print ISSN","Online ISSN","Open Access","NPI Fagfelt","NPI Fagområde","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004","Forlag id","Etablert år","Nedlagt år","Forlag","Utgiver","Utgiverland","Språk","Konferanserapport","Url"
"433118","Det juridiske fakultets skriftserie","06-Jun-2023 12:22:29","Det juridiske fakultets skriftserie","1","0801-809X","","","Ikke tildelt","Ikke tildelt","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0","","","","","","Det juridiske fakultetet","Norge","","0","NA"
"433130","Lusotopie","15-Aug-2023 13:31:38","Lusotopie","1","1257-0273","1768-3084","","Tverrfaglig samfunnsforskning","Samfunnsvitenskap","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","18109","1994","","Brill Academic Publishers","","Frankrike","","0","http://www.brill.nl/default.aspx?partid=18&pid=27133"
"433165","FNI Report","08-Feb-2016 14:36:49","FNI Report","0","0801-2431","","","Ikke tildelt","Ikke tildelt","","","","","","","","","","","","","","","","","","","","0","","","1984","1997","","Fridtjof Nansens Institutt","Norge","","0","NA"
"433270","Forest Policy and Economics","18-Aug-2023 13:56:25","Forest Policy and Economics","1","1389-9341","1872-7050","","Samfunnsøkonomi","Samfunnsvitenskap","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","18173","2000","","Elsevier","","Nederland","","0","http://www.sciencedirect.com/science/journal/13899341"
"433314","Evolutionary Ecology Research","18-Aug-2023 13:54:28","Evolutionary Ecology Research","1","1522-0613","1937-3791","","Biovitenskap","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1999","","","Evolutionary Ecology","USA","","0","http://www.evolutionary-ecology.com/"
"433325","Environmental Biology of Fishes","18-Aug-2023 13:56:25","Environmental Biology of Fishes","1","0378-1909","1573-5133","","Biovitenskap","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","22512","1976","","Springer","","Nederland","","0","http://www.springerlink.com/content/102877/"
"433428","Applied Geography","18-Aug-2023 13:56:25","Applied Geography","1","0143-6228","1873-7730","","Geografi","Samfunnsvitenskap","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","18173","1981","","Elsevier","","Nederland","","0","http://www.sciencedirect.com/science/journal/01436228"
"433431","Land Degradation and Development","18-Aug-2023 13:56:25","Land Degradation and Development","1","1085-3278","1099-145X","","Biovitenskap","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","18270","1996","","John Wiley & Sons","","Storbritannia","","0","http://www3.interscience.wiley.com/cgi-bin/jhome/6175"
"433455","Tourism Economics","18-Aug-2023 13:56:25","Tourism Economics","1","1354-8166","2044-0375","","Økonomisk-administrative fag","Samfunnsvitenskap","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1995","","","IP Publishing Ltd.","Storbritannia","","0","http://www.ippublishing.com/te.htm"
"433460","International Journal of Research in Marketing","18-Aug-2023 13:56:25","International Journal of Research in Marketing","1","0167-8116","1873-8001","","Økonomisk-administrative fag","Samfunnsvitenskap","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","18173","1984","","Elsevier","","Nederland","Engelsk","0","http://www.sciencedirect.com/science/journal/01678116"
