"Tidsskrift id","Original tittel","Sist endret","Internasjonal tittel","Aktiv","Print ISSN","Online ISSN","Open Access","NPI Fagfelt","NPI Fagområde","Nivå 2024","Nivå 2023","Nivå 2022","Nivå 2021","Nivå 2020","Nivå 2019","Nivå 2018","Nivå 2017","Nivå 2016","Nivå 2015","Nivå 2014","Nivå 2013","Nivå 2012","Nivå 2011","Nivå 2010","Nivå 2009","Nivå 2008","Nivå 2007","Nivå 2006","Nivå 2005","Nivå 2004","Forlag id","Etablert år","Nedlagt år","Forlag","Utgiver","Utgiverland","Språk","Konferanserapport","Url"
"469464","Annual Simulation Symposium : Proceedings","08-Jun-2023 11:39:34","Annual Simulation Symposium : Proceedings","1","1080-241X","2331-107X","","IKT","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","19108","1992","","IEEE conference proceedings","","USA","","1","http://portal.acm.org/browse_dl.cfm?linked=1&part=series&idx=SERIES459&coll=portal&dl=ACM"
"469465","Australian Software Engineering Conference : Proceedings","08-Jun-2023 11:39:34","Australian Software Engineering Conference : Proceedings","1","1530-0803","","","IKT","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","19108","","","IEEE conference proceedings","","Australia","","1","http://www.aswec.org/"
"469466","Proceedings (Conference on Software Engineering Education and Training)","14-Jun-2023 09:42:08","Proceedings (Conference on Software Engineering Education and Training)","1","1093-0175","","","IKT","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","19108","1997","","IEEE conference proceedings","","USA","","1","https://ieeexplore.ieee.org/xpl/conhome/1000686/all-proceedings"
"469467","Proceedings of the ... European Conference on Software Maintenance and Reengineering","15-Feb-2016 14:02:49","Proceedings of the ... European Conference on Software Maintenance and Reengineering","0","1534-5351","","","IKT","Realfag og teknologi","","","","","","","","","","","","","","","","","","1","1","1","","19108","1999","2007","IEEE conference proceedings","","USA","","1","NA"
"469468","Proceedings - Conferense on Software Maintenance","29-Jul-2019 11:50:34","Proceedings - Conferense on Software Maintenance","0","1063-6773","2576-3148","","IKT","Realfag og teknologi","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","19108","1987","1993","IEEE conference proceedings","","USA","Engelsk","1","https://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000694"
"469469","Proceedings of the Annual Hawaii International Conference on System Sciences (HICSS)","08-Jun-2023 11:39:34","Proceedings of the Annual Hawaii International Conference on System Sciences (HICSS)","1","1530-1605","2572-6862","","IKT","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1999","","","University of Hawai'i at Manoa","USA","Engelsk","1","https://scholarspace.manoa.hawaii.edu/handle/10125/39610"
"469470","Proceedings of the ... Annual Southeastern Symposium on System Theory","06-Jun-2023 12:22:29","Proceedings of the ... Annual Southeastern Symposium on System Theory","1","0094-2898","2161-8135","","Tverrfaglig teknologi","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","19108","1969","","IEEE conference proceedings","","USA","","1","http://www.ssst-usa.org/"
"469471","International Symposium on Temporal Representation and Reasoning : Proceedings","08-Jun-2023 11:39:34","International Symposium on Temporal Representation and Reasoning : Proceedings","1","1530-1311","","","Psykologi","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","19108","","","IEEE conference proceedings","","USA","","1","http://csdl2.computer.org/persagen/DLPublication.jsp?pubtype=p&acronym=time"
"469472","European Test Symposium","08-Jun-2023 11:42:57","European Test Symposium","1","1530-1877","1558-1780","","IKT","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","19108","","","IEEE conference proceedings","","USA","","1","http://www.lirmm.fr/ETW/"
"469473","International Conference on Thermoelectrics : Proceedings","08-Jun-2023 11:42:57","International Conference on Thermoelectrics : Proceedings","1","1094-2734","","","IKT","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","19108","1994","","IEEE conference proceedings","","USA","","1","http://www.its.org/"
"469474","Proceedings / IEEE Virtual Reality Conference","15-Feb-2016 14:02:49","Proceedings / IEEE Virtual Reality Conference","0","1087-8270","","","Tverrfaglig teknologi","Realfag og teknologi","","","","","","","","","","","","","","","","","","","","1","","19108","1995","1998","IEEE conference proceedings","","USA","","1","NA"
"469475","VLSI Design","18-Aug-2023 13:56:25","Proceedings of the ... International Conference on VLSI Design","1","1063-9667","","","IKT","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","19108","","","IEEE conference proceedings","","USA","","1","http://www.informatik.uni-trier.de/~ley/db/conf/vlsid/index.html"
"469476","Proceedings of the IEEE VLSI Test Symposium","18-Aug-2023 13:56:25","Proceedings of the IEEE VLSI Test Symposium","1","1093-0167","2375-1053","","IKT","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","18231","1994","","IEEE (Institute of Electrical and Electronics Engineers)","","USA","Engelsk","1","https://ieeexplore.ieee.org/xpl/conhome/1000804/all-proceedings"
"469477","Volume Graphics","15-Feb-2016 14:02:49","Volume Graphics","0","1727-8376","","","IKT","Realfag og teknologi","","","","","","","","","","","","","","","","","","","1","1","","19108","1999","2006","IEEE conference proceedings","","USA","","0","http://vg.swan.ac.uk/"
"469478","International Workshop on Web Site Evolution","23-Apr-2019 10:09:54","International Workshop on Web Site Evolution","0","1550-4441","","","IKT","Realfag og teknologi","","","","","","","","","","","","","","","","","","","","1","","19108","","2013","IEEE conference proceedings","","USA","Engelsk","1","https://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000813"
"469479","ACM IEEE Design Automation Conference : Proceedings","15-Feb-2016 14:02:49","ACM IEEE Design Automation Conference : Proceedings","0","0738-100X","","","IKT","Realfag og teknologi","","","","","","","","","","","","","","","","","","","","1","","18232","1981","1992","IEEE Press","","USA","","1","http://www.dac.com/"
"469482","Annual meeting - American Institute of Chemical Engineers","08-Jun-2023 11:39:34","Annual meeting - American Institute of Chemical Engineers","1","0196-7282","","","Kjemi og materialteknologi","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","USA","","1","http://www.aiche.org/Conferences/AnnualMeeting/index.aspx"
"469483","AIChE Symposium Series","08-Feb-2016 14:36:49","AIChE Symposium Series","0","0065-8812","","","Ikke tildelt","Ikke tildelt","","","","","","","","","","","","","","","","","","","","0","","","1971","2001","","","USA","","1","NA"
"469484","Teletraffic science and engineering","08-Jun-2023 11:39:34","Teletraffic science and engineering","1","1388-3437","","","IKT","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","18173","1994","","Elsevier","","Nederland","","0","http://www.elsevier.com/wps/find/bookseriesdescription.cws_home/BS_TSE/description"
"469487","Navigation : Revue Technique de Navigation Maritime et Aérienne","14-Jun-2023 09:42:43","Navigation : Revue Technique de Navigation Maritime et Aérienne","1","0028-1530","","","Konstruksjonsfag","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","19261","1953","","Institut français de navigation","","Frankrike","","0","https://gallica.bnf.fr/ark:/12148/cb34348918r/date"
"469488","Navigation","18-Aug-2023 13:56:25","Navigation","1","0028-1522","2161-4296","DOAJ","Konstruksjonsfag","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","19262","1946","","Institute of Navigation","","USA","","0","http://www.ion.org/publications/toc/journal.htm"
"469489","IEEE International Symposium on Circuits and Systems proceedings","08-Jun-2023 11:39:34","IEEE International Symposium on Circuits and Systems proceedings","1","0271-4302","2158-1525","","IKT","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","0","","18232","1977","","IEEE Press","","USA","","1","http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=5910713"
"469490","Proceedings - IEEE International Symposium on Cicuits and Systems","08-Feb-2016 14:36:49","Proceedings - IEEE International Symposium on Cicuits and Systems","0","0271-4310","","","Ikke tildelt","Ikke tildelt","","","","","","","","","","","","","","","","","","","","0","","18232","1974","1976","IEEE Press","","USA","","1","http://www.ieee.org/index.html"
"469491","Astronautical research : proceedings of the congress of the International Astronautical Federation","06-Jun-2023 12:22:29","Astronautical research : proceedings of the congress of the International Astronautical Federation","1","0304-8705","","","Tverrfaglig naturvitenskap og medisin","Realfag og teknologi","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0","","25328","1971","","International Astronautical Federation","","Frankrike","","1","http://www.iafastro.com/"
"469493","Journal of marine design and operations : Part B: Proceedings of the IMarEST","14-Jun-2023 09:44:46","Journal of marine design and operations : Part B: Proceedings of the IMarEST","0","1476-1556","","","Konstruksjonsfag","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","18242","2002","2004","Institute of Marine Engineering, Science and Technology","","Storbritannia","","1","NA"
"469494","Proceedings of the International Conference on Experimental Mechanics","15-Feb-2016 14:02:49","Proceedings of the International Conference on Experimental Mechanics","0","1046-672X","","","Konstruksjonsfag","Realfag og teknologi","","","","","","","","","","","","","","","","","","","1","","","","1984","1992","","","USA","","1","NA"
"469495","NHRI symposium","08-Jun-2023 11:39:34","NHRI symposium","1","0838-1984","","","Tverrfaglig teknologi","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","National Hydrology Research Institute","Canada","","0","http://www.nwri.ca/nhrcdesc-e.html"
"469496","Proceedings : European Transport Conference","06-Jun-2023 12:22:29","Proceedings : European Transport Conference","1","1474-9122","","","Geografi","Samfunnsvitenskap","","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","","","","","","Association for European Transport","Storbritannia","","1","http://www.aetransport.co.uk/"
"469538","Basic & Clinical Pharmacology & Toxicology","18-Aug-2023 13:56:25","Basic & Clinical Pharmacology & Toxicology","1","1742-7835","1742-7843","","Farmasi, farmakologi og toksikologi","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","13245","2004","","Blackwell Publishing","","Storbritannia","","0","http://www.blackwellpublishing.com/journal.asp?ref=1742-7835&site=1"
"469539","Cell Cycle","25-Aug-2023 05:57:42","Cell Cycle","1","1538-4101","1551-4005","","Biomedisin","Medisin og helsefag","","X","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","18442","2002","","Taylor & Francis","","USA","Engelsk","0","https://www.tandfonline.com/journals/kccy20"
"469540","Cellular Oncology","26-May-2021 17:05:10","Cellular Oncology","0","1570-5870","1875-8606","DOAJ","Onkologi","Medisin og helsefag","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","18220","2004","2010","Hindawi Limited","","Nederland","Engelsk","0","https://www.hindawi.com/journals/acp/about/"
"469541","Clinical Toxicology","18-Aug-2023 13:56:25","Clinical Toxicology","1","1556-3650","1556-9519","","Farmasi, farmakologi og toksikologi","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","18479","2005","","Urban & Fischer","","Storbritannia","","0","http://www.tandf.co.uk/journals/titles/15563650.asp"
"469542","Molecular Nutrition & Food Research","18-Aug-2023 13:56:25","Molecular Nutrition & Food Research","1","1613-4125","1613-4133","","Ernæring","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","2004","","","Wiley - VCH Verlag GmbH","Tyskland","","0","http://www.wiley-vch.de/publish/en/journals/alphabeticIndex/2216/"
"469543","Pediatric Blood & Cancer","18-Aug-2023 13:56:25","Pediatric Blood & Cancer","1","1545-5009","1545-5017","","Onkologi","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","2004","","","Wiley-Interscience Publishers","USA","","0","http://www3.interscience.wiley.com/cgi-bin/jhome/106561790?CRETRY=1&SRETRY=0"
"469544","Protein Engineering Design & Selection","18-Aug-2023 13:56:25","Protein Engineering Design & Selection","1","1741-0126","1741-0134","","Biovitenskap","Realfag og teknologi","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","18364","2004","","Oxford University Press","","Storbritannia","","0","http://peds.oxfordjournals.org/"
"469545","Reproductive Biomedicine Online","18-Aug-2023 13:56:25","Reproductive Biomedicine Online","1","1472-6483","1472-6491","","Fødselshjelp og kvinnesykdommer","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","2000","","","","Storbritannia","","0","http://www.sciencedirect.com/science/journal/14726483"
"469548","Bailliere's Best Practice & Research. Clinical Anaesthesiology","18-Aug-2023 13:56:25","Bailliere's Best Practice & Research. Clinical Anaesthesiology","1","1521-6896","1532-169X","","Anestesi, intensiv, akutt","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1999","","","Baillière Tindall","Storbritannia","","0","http://www.sciencedirect.com/science/journal/15216896"
"469549","Baillière's Best Practice & Research : Clinical Gastroenterology","18-Aug-2023 13:56:25","Baillière's Best Practice & Research : Clinical Gastroenterology","1","1521-6918","1532-1916","","Gastroenterologi og hepatologi","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1999","","","Baillière Tindall","Storbritannia","","0","http://www.sciencedirect.com/science/journal/15216918"
"469550","Best Practice & Research: Clinical Obstetrics & Gynaecology","18-Aug-2023 13:56:25","Best Practice & Research: Clinical Obstetrics & Gynaecology","1","1521-6934","1532-1932","","Fødselshjelp og kvinnesykdommer","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","18173","1999","","Elsevier","","Storbritannia","Engelsk","0","http://www.sciencedirect.com/science/journal/15216934"
"469551","Baillière's Best Practice & Research : Clinical Rheumatology","18-Aug-2023 13:56:25","Baillière's Best Practice & Research : Clinical Rheumatology","1","1521-6942","1532-1770","","Revmatologi","Medisin og helsefag","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1999","","","Baillière Tindall","Storbritannia","","0","http://www.sciencedirect.com/science/journal/15216942"
"469552","Baillière's Clinical Endocrinology and Metabolism","15-Aug-2023 13:31:38","Baillière's Clinical Endocrinology and Metabolism","1","0950-351X","1878-0881","","Endokrinologi","Medisin og helsefag","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1987","","","Baillière Tindall","Storbritannia","","0","http://www.sciencedirect.com/science/journal/0950351X"
